case_id,db_year
9028263,2021
9028333,2021
9028335,2021
9028338,2021
9028339,2021
9028342,2021
9028351,2021
9028403,2021
9028432,2021
9028434,2021
9028455,2021
9028466,2021
9028470,2021
9028526,2021
9028530,2021
9028549,2021
9028553,2021
9028568,2021
9028619,2021
9028681,2021
9029149,2021
9029218,2021
9029243,2021
9029248,2021
9029507,2021
9029525,2021
9029529,2021
9029586,2021
9029594,2021
9029698,2021
9030145,2021
9030228,2021
9030320,2021
9031149,2021
9031219,2021
9031231,2021
9031235,2021
9031263,2021
9031271,2021
9031275,2021
9031350,2021
9031475,2021
9031478,2021
9031496,2021
9031653,2021
9031686,2021
9031706,2021
9031710,2021
9031755,2021
9031795,2021
9031796,2021
9031804,2021
9031806,2021
9031807,2021
9031811,2021
9031822,2021
9031883,2021
9031889,2021
9031897,2021
9031899,2021
9031905,2021
9031915,2021
9031919,2021
9031929,2021
9032084,2021
9032095,2021
9032103,2021
9032159,2021
9032413,2021
9032460,2021
9032467,2021
9032505,2021
9032517,2021
9032529,2021
9032564,2021
9032568,2021
9032572,2021
9032600,2021
9032631,2021
9032653,2021
9032740,2021
9032760,2021
9033100,2021
9033155,2021
9033568,2021
9033601,2021
9033660,2021
9033663,2021
9033670,2021
9033679,2021
9033686,2021
9033701,2021
9033706,2021
9033717,2021
9033729,2021
9033803,2021
9033804,2021
9033816,2021
9033827,2021
9033902,2021
9033906,2021
9033910,2021
9034411,2021
9034642,2021
9034759,2021
9035173,2021
9035221,2021
9035236,2021
9035241,2021
9035246,2021
9035254,2021
9035372,2021
9035374,2021
9035375,2021
9035420,2021
9035452,2021
9035505,2021
9036119,2021
9036169,2021
9036358,2021
9036382,2021
9036411,2021
9036412,2021
9036436,2021
9036448,2021
9036456,2021
9036499,2021
9036511,2021
9036527,2021
9036815,2021
9036964,2021
9036996,2021
9037212,2021
9037228,2021
9037233,2021
9037236,2021
9037264,2021
9037283,2021
9037330,2021
9037339,2021
9037343,2021
9037347,2021
9037352,2021
9037356,2021
9037452,2021
9037528,2021
9037549,2021
9037643,2021
9037657,2021
9037658,2021
9037662,2021
9037671,2021
9037829,2021
9037844,2021
9037918,2021
9038103,2021
9038131,2021
9038136,2021
9038139,2021
9038140,2021
9038158,2021
9038172,2021
9038176,2021
9038184,2021
9038223,2021
9038233,2021
9038237,2021
9038239,2021
9038323,2021
9038398,2021
9038410,2021
9038417,2021
9038443,2021
9038454,2021
9038457,2021
9038508,2021
9038524,2021
9038619,2021
9038649,2021
9038667,2021
9038679,2021
9038693,2021
9038752,2021
9038760,2021
9038766,2021
9038788,2021
9038869,2021
9039080,2021
9039120,2021
9039137,2021
9039290,2021
9039307,2021
9039318,2021
9039330,2021
9039334,2021
9039347,2021
9039407,2021
9039414,2021
9039450,2021
9039495,2021
9039498,2021
9039503,2021
9039506,2021
9039517,2021
9039524,2021
9039563,2021
9039907,2021
9040009,2021
9040010,2021
9040014,2021
9040128,2021
9040132,2021
9040136,2021
9040169,2021
9040201,2021
9040244,2021
9040326,2021
9040359,2021
9040362,2021
9040365,2021
9040367,2021
9040369,2021
9040380,2021
9040406,2021
9040407,2021
9040419,2021
9040427,2021
9040431,2021
9040458,2021
9040470,2021
9040572,2021
9040588,2021
9040632,2021
9040636,2021
9040644,2021
9040651,2021
9040652,2021
9040658,2021
9040670,2021
9040672,2021
9040677,2021
9040678,2021
9040680,2021
9040701,2021
9040712,2021
9040714,2021
9040718,2021
9040803,2021
9040812,2021
9040836,2021
9040859,2021
9040863,2021
9040867,2021
9040886,2021
9040898,2021
9040904,2021
9040916,2021
9040924,2021
9040926,2021
9040939,2021
9040942,2021
9040970,2021
9040976,2021
9040982,2021
9040986,2021
9040994,2021
9040998,2021
9041006,2021
9041045,2021
9041049,2021
9041065,2021
9041067,2021
9041072,2021
9041074,2021
9041076,2021
9041078,2021
9041115,2021
9041134,2021
9041164,2021
9041166,2021
9041168,2021
9041191,2021
9041195,2021
9041206,2021
9041233,2021
9041423,2021
9041436,2021
9041452,2021
9041461,2021
9041489,2021
9041503,2021
9041524,2021
9041545,2021
9041556,2021
9041559,2021
9041572,2021
9041586,2021
9041599,2021
9041622,2021
9041669,2021
9041752,2021
9041761,2021
9041781,2021
9041784,2021
9041789,2021
9041803,2021
9041820,2021
9041831,2021
9041839,2021
9041845,2021
9041869,2021
9041876,2021
9041885,2021
9041892,2021
9041905,2021
9041938,2021
9041939,2021
9041943,2021
9041974,2021
9041983,2021
9042507,2021
9042535,2021
9042560,2021
9042602,2021
9042604,2021
9042620,2021
9042650,2021
9042678,2021
9042702,2021
9042722,2021
9042759,2021
9042760,2021
9042781,2021
9042811,2021
9042813,2021
9042827,2021
9042831,2021
9042870,2021
9042875,2021
9042903,2021
9042906,2021
9042907,2021
9043026,2021
9043034,2021
9043146,2021
9043158,2021
9043170,2021
9043179,2021
9043182,2021
9043206,2021
9043207,2021
9043250,2021
9043262,2021
9043310,2021
9043326,2021
9043330,2021
9043349,2021
9043369,2021
9043379,2021
9043383,2021
9043405,2021
9043413,2021
9043414,2021
9043429,2021
9043434,2021
9043456,2021
9043467,2021
9043474,2021
9043475,2021
9043516,2021
9043561,2021
9043588,2021
9043597,2021
9043613,2021
9043630,2021
9043663,2021
9043796,2021
9043802,2021
9043803,2021
9043815,2021
9043824,2021
9043860,2021
9043864,2021
9043865,2021
9043870,2021
9043888,2021
9043891,2021
9043905,2021
9043915,2021
9043954,2021
9043989,2021
9043993,2021
9044023,2021
9044039,2021
9044040,2021
9044146,2021
9044165,2021
9044166,2021
9044173,2021
9044255,2021
9044361,2021
9044365,2021
9044387,2021
9044409,2021
9044477,2021
9044525,2021
9044526,2021
9044530,2021
9044537,2021
9044546,2021
9044622,2021
9044768,2021
9044792,2021
9044796,2021
9044886,2021
9044887,2021
9044894,2021
9044903,2021
9044906,2021
9044929,2021
9044943,2021
9044966,2021
9044969,2021
9045144,2021
9045203,2021
9045208,2021
9045248,2021
9045501,2021
9045509,2021
9045540,2021
9045552,2021
9045556,2021
9045571,2021
9045580,2021
9045583,2021
9045749,2021
9046058,2021
9046063,2021
9046230,2021
9046234,2021
9046270,2021
9046414,2021
9046432,2021
9046443,2021
9046447,2021
9046454,2021
9046506,2021
9046535,2021
9046557,2021
9046588,2021
9046594,2021
9046665,2021
9046669,2021
9046681,2021
9046693,2021
9046748,2021
9046779,2021
9046783,2021
9046801,2021
9046826,2021
9046830,2021
9046852,2021
9046906,2021
9046909,2021
9046914,2021
9046923,2021
9046947,2021
9046959,2021
9046971,2021
9047001,2021
9047118,2021
9047130,2021
9047173,2021
9047208,2021
9047211,2021
9047220,2021
9047227,2021
9047228,2021
9047264,2021
9047268,2021
9047303,2021
9047307,2021
9047389,2021
9047393,2021
9047421,2021
9047464,2021
9047476,2021
9047480,2021
9047691,2021
9047692,2021
9047699,2021
9047722,2021
9047850,2021
9047893,2021
9047917,2021
9047943,2021
9047962,2021
9048015,2021
9048021,2021
9048029,2021
9048045,2021
9048047,2021
9048049,2021
9048062,2021
9048066,2021
9048074,2021
9048132,2021
9048429,2021
9048477,2021
9048630,2021
9048713,2021
9049193,2021
9049365,2021
9049403,2021
9049407,2021
9049430,2021
9049572,2021
9049589,2021
9049597,2021
9049663,2021
9049734,2021
9049746,2021
9049755,2021
9049777,2021
9049778,2021
9049801,2021
9049851,2021
9049860,2021
9049916,2021
9049922,2021
9049930,2021
9049983,2021
9049996,2021
9050049,2021
9050060,2021
9050084,2021
9050086,2021
9050089,2021
9050114,2021
9050188,2021
9050209,2021
9050245,2021
9050269,2021
9050281,2021
9050329,2021
9050342,2021
9050346,2021
9050375,2021
9050402,2021
9050414,2021
9050435,2021
9050462,2021
9050483,2021
9050486,2021
9050495,2021
9050532,2021
9050579,2021
9050593,2021
9050599,2021
9050603,2021
9050608,2021
9050612,2021
9050632,2021
9050635,2021
9050642,2021
9050664,2021
9050680,2021
9050681,2021
9050691,2021
9050738,2021
9050741,2021
9050775,2021
9050778,2021
9050790,2021
9050796,2021
9050819,2021
9050894,2021
9050900,2021
9050905,2021
9050928,2021
9050971,2021
9050983,2021
9051002,2021
9051007,2021
9051032,2021
9051100,2021
9051134,2021
9051209,2021
9051231,2021
9051248,2021
9051531,2021
9051856,2021
9051872,2021
9051888,2021
9051915,2021
9051917,2021
9051933,2021
9051936,2021
9051944,2021
9052001,2021
9052002,2021
9052006,2021
9052018,2021
9052031,2021
9052043,2021
9052052,2021
9052055,2021
9052082,2021
9052093,2021
9052094,2021
9052095,2021
9052096,2021
9052260,2021
9052407,2021
9052418,2021
9052591,2021
9052714,2021
9052801,2021
9052825,2021
9052869,2021
9052905,2021
9052926,2021
9052942,2021
9052999,2021
9053285,2021
9053298,2021
9053308,2021
9053317,2021
9053333,2021
9053349,2021
9053358,2021
9053429,2021
9053439,2021
9053450,2021
9053462,2021
9053471,2021
9053476,2021
9053481,2021
9053634,2021
9053652,2021
9053655,2021
9053684,2021
9053740,2021
9053762,2021
9053770,2021
9053786,2021
9053811,2021
9053815,2021
9053827,2021
9053914,2021
9053922,2021
9053938,2021
9053940,2021
9053948,2021
9053976,2021
9054042,2021
9054073,2021
9054126,2021
9054181,2021
9054188,2021
9054254,2021
9054263,2021
9054264,2021
9054267,2021
9054311,2021
9054319,2021
9054375,2021
9054391,2021
9054395,2021
9054400,2021
9054404,2021
9054411,2021
9054418,2021
9054440,2021
9054450,2021
9054468,2021
9054486,2021
9054494,2021
9054504,2021
9054506,2021
9054543,2021
9054821,2021
9054886,2021
9054898,2021
9054914,2021
9054920,2021
9054961,2021
9054969,2021
9054970,2021
9054971,2021
9054973,2021
9054976,2021
9054978,2021
9054991,2021
9054992,2021
9054995,2021
9054997,2021
9055004,2021
9055007,2021
9055010,2021
9055032,2021
9055037,2021
9055040,2021
9055055,2021
9055063,2021
9055069,2021
9055083,2021
9055088,2021
9055091,2021
9055101,2021
9055104,2021
9055114,2021
9055157,2021
9055218,2021
9055242,2021
9055251,2021
9055265,2021
9055364,2021
9055392,2021
9055415,2021
9055450,2021
9055453,2021
9055493,2021
9055498,2021
9055501,2021
9055504,2021
9055602,2021
9055603,2021
9055606,2021
9055610,2021
9055613,2021
9055638,2021
9055641,2021
9055642,2021
9055649,2021
9055658,2021
9055664,2021
9055669,2021
9055673,2021
9055674,2021
9055675,2021
9055700,2021
9055704,2021
9055714,2021
9055726,2021
9055735,2021
9055737,2021
9055765,2021
9055788,2021
9055851,2021
9055925,2021
9055927,2021
9055931,2021
9055933,2021
9055941,2021
9055978,2021
9056012,2021
9056028,2021
9056053,2021
9056060,2021
9056093,2021
9056106,2021
9056120,2021
9056126,2021
9056193,2021
9056203,2021
9056271,2021
9056275,2021
9056283,2021
9056356,2021
9056376,2021
9056429,2021
9056434,2021
9056445,2021
9056453,2021
9056489,2021
9056499,2021
9056514,2021
9056550,2021
9056642,2021
9056664,2021
9056670,2021
9056682,2021
9056685,2021
9056695,2021
9056697,2021
9056718,2021
9056750,2021
9056754,2021
9056779,2021
9056783,2021
9056901,2021
9056946,2021
9057008,2021
9057024,2021
9057044,2021
9057049,2021
9057067,2021
9057103,2021
9057116,2021
9057122,2021
9057124,2021
9057136,2021
9057141,2021
9057229,2021
9057236,2021
9057265,2021
9057268,2021
9057317,2021
9057343,2021
9057500,2021
9057565,2021
9057568,2021
9057571,2021
9057588,2021
9057590,2021
9057591,2021
9057592,2021
9057594,2021
9057632,2021
9057635,2021
9057636,2021
9057652,2021
9057792,2021
9057806,2021
9057834,2021
9057879,2021
9057880,2021
9057890,2021
9057917,2021
9058078,2021
9058090,2021
9058096,2021
9058104,2021
9058106,2021
9058122,2021
9058129,2021
9058139,2021
9058145,2021
9058148,2021
9058175,2021
9058191,2021
9058195,2021
9058203,2021
9058207,2021
9058217,2021
9058273,2021
9058279,2021
9058303,2021
9058317,2021
9058330,2021
9058370,2021
9058418,2021
9058442,2021
9058467,2021
9058475,2021
9058493,2021
9058494,2021
9058498,2021
9058523,2021
9058559,2021
9058570,2021
9058574,2021
9058577,2021
9058591,2021
9058601,2021
9058605,2021
9058625,2021
9058649,2021
9058653,2021
9058654,2021
9058659,2021
9058673,2021
9058678,2021
9058698,2021
9058701,2021
9058702,2021
9058726,2021
9058804,2021
9058862,2021
9058950,2021
9059018,2021
9059028,2021
9059116,2021
9059125,2021
9059179,2021
9059218,2021
9059221,2021
9059279,2021
9059320,2021
9059384,2021
9059412,2021
9059504,2021
9059528,2021
9059594,2021
9059611,2021
9059614,2021
9059622,2021
9059630,2021
9059650,2021
9059879,2021
9059885,2021
9059887,2021
9059908,2021
9059925,2021
9059929,2021
9060048,2021
9060096,2021
9060162,2021
9060239,2021
9060318,2021
9060361,2021
9060385,2021
9060386,2021
9060393,2021
9060477,2021
9060615,2021
9060801,2021
9060832,2021
9060836,2021
9060842,2021
9060847,2021
9060849,2021
9060860,2021
9060861,2021
9060867,2021
9060910,2021
9060913,2021
9060925,2021
9060934,2021
9060939,2021
9060950,2021
9060965,2021
9060966,2021
9060973,2021
9060977,2021
9060995,2021
9061000,2021
9061009,2021
9061017,2021
9061031,2021
9061043,2021
9061044,2021
9061050,2021
9061063,2021
9061066,2021
9061073,2021
9061079,2021
9061101,2021
9061106,2021
9061127,2021
9061145,2021
9061154,2021
9061163,2021
9061164,2021
9061166,2021
9061176,2021
9061179,2021
9061188,2021
9061207,2021
9061208,2021
9061211,2021
9061218,2021
9061227,2021
9061252,2021
9061271,2021
9061274,2021
9061281,2021
9061294,2021
9061295,2021
9061314,2021
9061329,2021
9061338,2021
9061355,2021
9061359,2021
9061364,2021
9061365,2021
9061368,2021
9061378,2021
9061379,2021
9061384,2021
9061392,2021
9061413,2021
9061439,2021
9061442,2021
9061444,2021
9061454,2021
9061486,2021
9061488,2021
9061513,2021
9061527,2021
9061533,2021
9061539,2021
9061547,2021
9061569,2021
9061573,2021
9061606,2021
9061645,2021
9061691,2021
9061692,2021
9061697,2021
9061705,2021
9061708,2021
9061712,2021
9061733,2021
9061735,2021
9061738,2021
9061754,2021
9061780,2021
9061793,2021
9061798,2021
9061814,2021
9061875,2021
9061907,2021
9061931,2021
9061936,2021
9061939,2021
9061952,2021
9061984,2021
9062025,2021
9062038,2021
9062049,2021
9062055,2021
9062082,2021
9062083,2021
9062144,2021
9062154,2021
9062297,2021
9062298,2021
9062302,2021
9062305,2021
9062310,2021
9062324,2021
9062332,2021
9062356,2021
9062358,2021
9062364,2021
9062396,2021
9062456,2021
9062469,2021
9062503,2021
9062516,2021
9062520,2021
9062521,2021
